words,GT,category
"In collaboration with Temasek Polytechnic and BERNINA, Funan presented the Sustainability Interpreted showcase.",0,re
"Target Description Percentage of centers that have made space available for a local initiative 2018 2019 2020 2021 2022 COMMITMENT 76% 97% 98% 100% 100% The Group has an overarching framework that sets out guidance for identifying relevant initiatives and comparable metrics that can be used to calculate the Groups overall value creation, such as footfall and social media reach.",0,re
Addressed in Integrated Sustainability Report 2022 Risk Management Report in CDL Annual Report 2021 CDL recognises that a businesss vulnerability to the impact of climate change extends beyond the physical exposure of its direct operations and sites.,0,re
We upheld our commitment to sustainable returns.,0,re
"Dedicated to Sustainability Integration, pg 17 As an investor, CDL was accepted as a signatory to the UN PRI in 2021.",0,re
The first part of the series spotlighted environmental sustainability and delved into CDLs greenhouse gases (GHG) emissions and how these relate to our business operations.,0,re
"The SASB disclosures have been independently assured by Ernst and Young (EY) and the reasonable assurance statement can be found in CDLs Integrated Sustainability Report 2022, pg 136 to 149.",0,re
"Sustainability Report A report guided by the GRI that details our performance, priorities and progress in addressing material sustainability matters.",0,re
"In 2021, it prepared a detailed whitepaper to facilitate the delivery of its 2025 waste target.",0,re
"As we forge ahead together amidst uncertain times, we stand committed to build on our strengths, capture growth opportunities and deliver sustainable value.",0,re
"With our managements unwavering support and tireless dedication in driving corporate sustainability, we have ranked 5th on the Corporate Knights 2022 Global 100 Most Sustainable Corporations in the World and emerged as the top real estate management and development company globally.",0,re
"With effect from 1 January 2022, Mr Philip Yeo has stepped down as a Board Sustainability Committee (BSC) member.",0,re
"Developing Sustainable Communities REPORT PERIOD AND SCOPE up our climate-related disclosures, CDLs TCFD and SASB real estate sector disclosures have been expanded substantially since 2020 and are available in the annexes of this Report.",0,re
"To enhance transparency, the corporate policies and guidelines are publicly available on our corporate website ( ), dedicated sustainability microsite ( ) and staff intranet.",0,re
"This means that to minimise embodied carbon emissions, our focus is on piloting more sustainable materials and processes.",0,re
"Coupled with interlocking annual grants, this ensures ongoing alignment between remuneration and sustainable business performance in the longer term.",0,re
