sentence,page,company,keyword(s),relevant,scale
"Sustainability is an important principle in which we all bear individual responsibility how we take responsibility in our business, what forms of employment our suppliers have, how we can build climatesmart, what can be reused, how we can reduce energy consumption, how we can communicate our values to customers and suppliers and how we can use the relationships we have with our business partners.",10,Wihlborgs Fastigheter AB,['supplier'],TRUE,1
"Community By creating and fostering a strong community within our own organisation, we can spread this feeling to our tenants, suppliers and others.",15,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"Our main stakeholders are customers, shareholders, loan providers, employees, suppliers, municipalities and the region.",15,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
SUPPLIERS Responsible suppliers are key to the daytoday running of the properties and to our newbuild and redevelopment projects.,16,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"Value created: Thriving cities and a strong region are attractive locations for people and companies, which enables suppliers in a positive direction.",16,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"We set stringent requirements for quality, competence, the environment, ethics and service with our suppliers.",16,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"Our main stakeholders are customers, shareholders, lenders, employees, suppliers, municipalities and regions.",32,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"Our suppliers are also an important part of our value chain, which is why we place stringent requirements on them in terms of health, safety, the environment and ethical conduct.",32,Wihlborgs Fastigheter AB,"['supplier', 'value chain']",TRUE,1
"At Wihlborgs, we have a clear goal to reduce our climate impact throughout the value chain and we work to gradually make all of our properties climatesmart.",33,Wihlborgs Fastigheter AB,['value chain'],TRUE,1
Opting for local suppliers also helps the regions development.,33,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
We create healthy and safe workplaces in resourceefficient properties for our employees and our tenants and ensure decent working conditions are maintained throughout the value chain.,33,Wihlborgs Fastigheter AB,['value chain'],FALSE,0
"We place great importance on ensuring strong financial stability, responsible relationships throughout the value chain and we also prioritise initiatives relating to ethics and anticorruption.",33,Wihlborgs Fastigheter AB,['value chain'],FALSE,0
"Wihlborgs Sustainability framework Responsible business Taking responsibility for our relationships with customers, suppliers and partners is vital in terms of fostering confidence and our ability to conduct successful business over the long term.",33,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"For example, all new framework suppliers are to sign Wihlborgs Code of Conduct, thus permitting them to be assessed in terms of environmental aspects and social criteria.",34,Wihlborgs Fastigheter AB,['supplier'],TRUE,2
"The relationship with our suppliers is governed by our Code of Conduct and accompanying ethical guidelines, environmental policy, work environment policy and other governance documents.",34,Wihlborgs Fastigheter AB,['supplier'],TRUE,2
We have an explicit target to contract local suppliers as far as possible.,34,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"A separate procurement is often completed for larger newbuild and redevelopment projects, but these contractors also Code of Conduct for suppliers Wihlborgs Code of Conduct details a range of requirements that the supplier must fulfil in terms of the environment, work environment, quality, ethics and anticorruption.",35,Wihlborgs Fastigheter AB,['supplier'],TRUE,2
"At the end of 2020, local suppliers accounted for 96 percent of our framework agreements.",35,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"By offering our expertise, we can have a positive influence and help them take responsibility for their part of the value chain.",35,Wihlborgs Fastigheter AB,['value chain'],FALSE,0
"By signing the Code of Conduct, the suppliers undertake to adhere to these guidelines.",35,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
Efforts are under way in our Danish operations to systematise purchasing management and supplier relationships in a similar way.,35,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"Local purchases To support the development of the local business community and help create jobs here, our priority is to purchase from suppliers established in this region.",35,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"Many of the suppliers carry out work on our properties, meaning they often have direct contact with our tenants.",35,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
Our focus on sustainability has become significantly clearer and we set even more stringent requirements for suppliers in line with our environmental and climate ambitions and social aspects such as the work environment.,35,Wihlborgs Fastigheter AB,['supplier'],TRUE,1
Supplier relationships Wihlborgs sets stringent requirements for the suppliers we engage.,35,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"Systematic purchasing efforts guarantee quality When we sign a framework agreement with a supplier, the company must fulfil the requirements of Wihlborgs Code of Conduct and all new framework suppliers are reviewed in terms of environmental impact and social conditions.",35,Wihlborgs Fastigheter AB,['supplier'],TRUE,2
"The framework agreements we have with several suppliers in each category reduce our vulnerability, something that has proved to be an advantage during the pandemic which naturally raised the risk of sick leave.",35,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"There is also a clearer expectation concerning circularity, recycling and environmental statistics on the part of suppliers.",35,Wihlborgs Fastigheter AB,['supplier'],TRUE,1
"They should also complete a selfdeclaration regarding management of areas such as environment, quality, work environment and ethics, which then forms the basis of Wihlborgs risk assessment before a new supplier is approved.",35,Wihlborgs Fastigheter AB,['supplier'],TRUE,2
"To guarantee responsibility throughout the value chain, we require our suppliers to also take responsibility for the subcontractors they engage.",35,Wihlborgs Fastigheter AB,"['supplier', 'value chain']",FALSE,0
We always prioritise suppliers with whom we have a framework agreement.,35,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"We do not simply set requirements, however we also like to help suppliers who do not meet our requirements to develop their sustainability initiatives.",35,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
"We have ethical guidelines that apply for employees, Board members, suppliers and contractors.",35,Wihlborgs Fastigheter AB,['supplier'],FALSE,0
